run, lumi, event 
1,636565,302474207
1,649644,308689124
1,648063,307937730
1,648064,307938305
1,654439,310967375
1,656999,312183757
1,660716,313950103
1,662533,314813385
1,662887,314981492
1,662673,314879964
1,663452,315250230
1,249962,118773334
1,659603,313421174
1,660958,314065109
1,627380,298110070
1,644055,306033091
1,599553,284887316
1,602362,286222167
1,600538,285355528
1,604824,287392007
1,605290,287613485
1,597383,283856412
1,628837,298802056
1,610257,289973447
1,621586,295356846
1,607552,288688252
1,607898,288852938
1,616265,292828772
1,605762,287837988
1,610087,289893007
1,614619,292046277
1,619418,294326473
1,615894,292652238
1,629198,298973705
1,599565,284893404
1,611830,290721284
1,614133,291815221
1,617012,293183445
1,628399,298593802
1,642792,305433331
1,643607,305820556
1,655595,311516835
1,628167,298483669
1,629806,299262739
1,47449,22545884
1,127969,60806296
1,659789,313509962
1,116369,55294696
1,136199,64717290
1,620963,295060849
1,285525,135672040
1,287625,136669872
1,287081,136411112
1,287572,136644772
1,299998,142549078
1,630307,299500816
1,630311,299502923
1,634706,301590961
1,633865,301191065
1,635024,301742112
1,635492,301964281
1,637294,302820698
1,647064,307463137
1,647207,307531267
1,658821,313049798
1,658875,313075058
1,651540,309589883
1,652412,310004397
1,654589,311038787
1,663734,315384022
1,277620,131915581
1,279554,132834699
1,279775,132939440
1,281062,133551458
1,284799,135326706
1,288045,136869386
1,290009,137802710
1,290135,137862508
1,290807,138181793
1,303088,144017396
1,303770,144341152
1,303829,144369291
1,632056,300331620
1,632804,300687020
1,632805,300687965
1,635459,301948963
1,142040,67492594
1,248584,118118766
1,246916,117326032
1,243860,115873897
1,247121,117423802
1,235718,112005352
1,246435,117097584
1,642218,305160181
1,643781,305903350
1,620440,294812559
1,652406,310001453
1,647626,307730029
1,650849,309261718
1,650932,309301136
1,650502,309096744
1,595043,282744684
1,299931,142517329
1,632344,300468911
1,601929,286016539
1,663764,315398509
1,648208,308006932
1,649293,308522216
1,45876,21798690
1,103047,48964452
1,107276,50973597
1,106001,50367950
1,107324,50996751
1,105748,50247977
1,106815,50754720
1,107511,51085500
1,108067,51349740
1,108229,51426412
1,108528,51568888
1,112585,53496471
1,123377,58624839
1,120161,57096506
1,123842,58845644
1,123938,58890790
1,123942,58893069
1,126251,59990192
1,126994,60343161
1,130165,61850021
1,127835,60742906
1,138515,65817539
1,138678,65895123
1,139198,66142014
1,139214,66149583
1,140316,66673367
1,149490,71032658
1,155300,73793369
1,645087,306523619
1,638970,303617229
1,130715,62111428
1,607803,288807496
1,111860,53151831
1,117238,55707685
1,616001,292702911
1,651331,309490522
1,662185,314647891
1,596843,283599667
1,632698,300636765
1,257570,122388591
1,598376,284327917
1,609470,289599520
1,611547,290586433
1,614781,292123165
1,599119,284681378
1,609239,289490101
1,657298,312326263
1,640939,304552410
1,281095,133566926
1,280066,133078207
1,280139,133112827
1,281525,133771376
1,285892,135846072
1,282442,134206924
1,283337,134632338
1,285168,135502153
1,286238,136010333
1,286409,136092009
1,288122,136905879
1,288734,137196524
1,288847,137250234
1,288826,137240570
1,289199,137417676
1,291357,138443052
1,288159,136923175
1,288159,136923403
1,288331,137005129
1,289232,137433299
1,290051,137822499
1,245279,116548193
1,596119,283255676
1,251407,119460014
1,595468,282946601
1,657566,312453086
1,657566,312453335
1,596229,283308084
1,596395,283386863
1,597325,283828967
1,607723,288769359
1,607723,288769721
1,154282,73309413
1,41126,19541687
1,43566,20701034
1,106606,50655383
1,107234,50953798
1,117791,55970134
1,150765,71638638
1,150145,71343908
1,151113,71803858
1,263640,125272832
1,241751,114872016
1,287362,136544958
1,152795,72602963
1,285509,135664471
1,287638,136675720
1,154450,73389515
1,277921,132058592
1,241067,114546900
1,143943,68396831
1,146467,69595913
1,146966,69833438
1,150487,71505970
1,152631,72524790
1,234190,111279387
1,235669,111982095
1,236926,112579352
1,258424,122794505
1,607426,288628375
1,37640,17885354
1,112990,53689010
1,139059,66076130
1,102418,48665682
1,115395,54831740
1,136246,64739462
1,129641,61600851
1,129731,61643773
1,136290,64760381
1,136726,64967403
1,139808,66431686
1,136959,65078179
1,137608,65386730
1,136648,64930405
1,138487,65803991
1,137533,65350902
1,138721,65915144
1,138723,65916515
1,139387,66232050
1,138603,65859383
1,140199,66617773
1,142763,67836075
1,138679,65895210
1,139363,66220423
1,139366,66222073
1,142019,67482671
1,142873,67888484
1,142878,67890755
1,144886,68844940
1,144888,68845923
1,144641,68728385
1,144641,68728534
1,145445,69110523
1,653300,310426255
1,234259,111311712
1,257148,122188108
1,266902,126822969
1,268048,127367458
1,268050,127368289
