run, lumi, event 
1,454665,216041623
1,161767,76865935
1,414762,197081014
1,359145,170653413
1,108216,51420512
1,48855,23214059
1,291579,138548559
1,43295,20572170
1,112467,53440484
1,250310,118938788
1,595021,282733761
1,240753,114397764
1,281134,133585306
1,629241,298994404
1,660673,313929357
1,245662,116730239
1,275437,130878226
1,281390,133706829
1,276229,131254543
1,280537,133301438
1,280302,133190154
1,632217,300408324
1,248969,118301736
1,633988,301249631
1,117424,55796047
1,127333,60504250
1,155849,74054186
1,303896,144400868
1,244612,116231148
1,104965,49875539
1,236512,112382362
1,150893,71699397
1,250279,118924219
1,292247,138865874
1,297236,141236697
1,624345,296667949
1,646562,307224796
1,651415,309530550
1,656579,311984627
1,650727,309203563
1,602116,286105125
1,631190,299920124
1,607702,288759728
1,140930,66965299
1,248010,117846074
1,265171,126000176
1,625809,297363674
1,52961,25165213
1,131668,62563950
1,289211,137423569
1,235010,111668848
1,293169,139304200
1,303736,144325302
1,144333,68582094
1,144718,68764846
1,234473,111413702
1,238377,113268683
1,234955,111642654
1,660540,313866567
1,653861,310693013
1,640801,304487241
1,300138,142615369
1,608625,289198087
1,145947,69349200
1,151679,72072836
1,154909,73607504
1,234592,111470223
1,234436,111396161
1,133594,63479444
1,287760,136733959
1,116589,55398874
1,244270,116068727
1,153530,72952253
1,269640,128123921
1,305842,145326002
1,102845,48868603
1,112091,53261721
1,272708,129581549
1,119221,56649523
1,153447,72912695
1,244964,116398755
1,120593,57301940
1,251019,119275953
1,120062,57049510
1,110678,52590430
1,645937,306927272
1,38405,18248557
1,50048,23780718
1,38035,18072645
1,44840,21306377
1,46875,22273234
1,104830,49811482
1,129383,61478714
1,291072,138307597
1,298327,141754950
1,623594,296310853
1,626717,297794794
1,635388,301914991
1,640426,304308978
1,655041,311253751
1,419395,199282058
1,364446,173172386
1,564305,268138904
1,159112,75604586
1,360899,171487198
1,565271,268598161
1,588437,279605717
1,11211,5326925
1,1240,589278
1,160751,76383233
1,11213,5327865
1,586100,278495060
1,161401,76692258
1,157309,74747687
1,356312,169307379
1,451954,214753520
1,389423,185040718
1,417259,198267419
1,3355,1593981
1,453980,215716109
1,564274,268124362
1,360023,171070737
1,808,383989
1,6607,3139107
1,357534,169888224
1,361281,171668754
1,359650,170893577
1,363281,172619098
1,583233,277132550
1,3650,1734382
1,358683,170434305
1,358867,170521243
1,359594,170866906
1,573912,272703727
1,582551,276808836
1,591672,281142748
1,451545,214559088
1,676207,321310672
1,157245,74717542
1,361558,171800164
1,419562,199361780
1,3481,1653970
1,384959,182919776
1,419801,199475430
1,676130,321274345
1,357332,169792281
1,142448,67686621
