run, lumi, event 
277127,2,482376
276935,241,301561718
276935,711,1142531053
277168,1305,2401592495
277072,68,122366198
276870,108,81928781
277168,211,376379457
277194,203,249558959
276870,700,1211029191
276950,746,1376488303
276950,2076,3605207887
276870,1492,2710027061
276935,302,409491931
276831,2442,4376403503
276831,1182,2145426885
277087,638,672167923
277096,894,1603651632
277096,931,1667901930
277112,111,132158811
277127,350,644803355
277148,420,644578604
276317,98,184735588
276317,111,209001016
276384,342,518231512
276775,653,1073370948
276437,150,171525520
276437,1581,2845895100
276361,59,116608683
276501,32,48233813
276811,373,667214816
276811,1790,2989507807
276811,1793,2992560309
277420,179,200812299
276950,1291,2356025288
277096,946,1693696108
277127,786,1470683133
277094,296,516725880
277096,26,47625496
276831,2264,4086204865
276834,457,632970128
277076,96,156837310
277194,1435,2534317837
277127,550,1042462458
277148,663,1116679384
276950,2329,3965467473
276870,2181,3956004619
276870,2160,3918455310
276870,2160,3919127695
276870,2167,3931243692
277069,178,215939992
277070,754,1402734031
277194,1181,2070190562
277194,1153,2024860471
277127,432,812894563
277148,343,502425691
277127,513,970820363
276950,467,890058362
277096,1520,2643791972
277148,388,579521991
277127,48,88060716
277127,388,722196545
276831,1532,2746939907
276870,1955,3532512684
277096,1326,2296749663
277076,345,588895590
277072,32,57336280
277076,317,541975196
277076,392,667923541
276831,1777,3222666308
276831,1479,2653898577
276870,1571,2850822037
277096,1774,3069452483
277096,1386,2406660948
277194,1439,2542806131
277194,1467,2598690368
277194,847,1455289690
277305,427,670711150
277194,649,1067441169
277194,1337,2346004693
277305,717,1207794177
277168,1563,2847074796
277194,916,1587940463
276950,1721,3080088028
276870,1242,2236034910
276935,892,1465072489
276948,263,513195724
276870,2239,4060882567
277127,166,315927234
277305,144,148210005
276831,77,47557403
276831,1558,2797456544
277127,313,583334087
276935,689,1099997997
276870,2723,4871125384
277070,267,485622351
277070,267,485935541
277420,174,191763257
277194,973,1697482990
277194,1217,2133673177
277194,1290,2264398070
277194,1293,2271190209
277076,464,786316674
277076,903,1465227933
277087,371,339037430
276831,1805,3276681891
276831,2545,4540902029
276831,2608,4639144068
277069,157,174663698
277070,13,22650529
277420,194,228097854
277127,539,1021387326
277076,78,124528678
277096,16,27714928
276870,2410,4357275550
277096,191,358254549
277096,404,729907307
277096,761,1364070133
277168,1363,2503736053
276834,258,366695603
276834,259,369147450
276834,394,552071615
276834,425,594087432
276935,260,332717512
277127,11,12327075
276831,495,854935172
277127,813,1517451941
277194,1987,3512261743
277305,661,1099850251
276870,1173,2097738867
277148,624,1044334687
277148,627,1049394784
278018,705,1278659465
278308,120,109831875
278406,356,521294522
278406,358,524087842
278509,205,225930986
278509,527,786390411
278167,792,1427963164
278167,1552,2832085681
278345,396,628469263
278406,139,120165782
278803,267,480412847
278308,774,1337686941
278345,417,672236570
278509,631,980516520
278167,1808,3264491332
278239,413,659230247
278345,548,927597735
278346,54,100019687
277166,302,439250335
277180,112,66950021
276870,459,734905183
276948,99,198340798
276948,363,691197251
277096,199,372384115
277127,177,337157582
277148,227,293222536
276950,1122,2049346159
277094,543,958835971
277069,248,350892881
277072,6,8988379
277127,583,1104359216
277166,121,91202221
277166,221,274833122
277166,402,635893395
277168,362,671638005
277069,261,374248083
276831,889,1593080932
276950,897,1630964253
276935,803,1309162896
276948,402,760125743
277070,859,1593379951
277076,599,1002977174
276950,512,972145837
276950,1761,3144281847
276950,2054,3573171180
277070,322,579394457
277070,741,1379359053
276950,764,1406584432
276950,1667,2993238877
276950,1118,2042081081
276950,1258,2295960908
277069,242,339004673
277069,243,340606480
277069,243,341725018
277180,191,214830216
277194,947,1648673235
277194,1432,2529613859
277305,140,142228662
276935,600,930556790
277070,152,276824828
277070,764,1415203823
277148,246,327834269
277127,173,329842952
277194,306,429994759
276834,646,892375228
276947,29,50519859
276950,1413,2570016236
277166,383,599455372
276831,1931,3507888872
277180,222,277521512
277194,580,944628635
277194,301,420063614
276935,114,87416715
276950,25,40002919
276950,502,953719198
276950,1815,3229164640
276950,901,1639160013
276950,905,1647095300
277096,1855,3199669263
276935,329,458084321
277069,209,276655242
277072,72,129403633
277072,178,313597528
277072,182,320029265
277194,2049,3620354390
277194,702,1160596733
277148,553,910516758
277148,631,1057827663
277305,357,532939211
277305,436,687547797
276831,110,99662365
276831,1572,2824742030
276831,1414,2547670845
276831,2138,3872774668
277070,441,821920843
277194,1784,3170009407
277194,785,1328219317
276831,766,1353152137
276950,469,893874121
276950,2059,3580575527
276870,3362,5811065669
276870,538,891608712
277148,546,896793766
277148,547,899572059
276831,314,514737492
276831,387,654435235
276834,92,133101342
276834,360,506179113
277194,512,819456247
277305,508,824187949
277194,1402,2467544031
276831,649,1124834551
277168,116,207004082
277168,945,1733175465
277148,178,205866874
277148,321,464021009
277094,110,190299367
277096,507,894959527
276834,225,321306998
276950,1057,1928489424
277087,226,149673782
276870,633,1083049243
276870,1802,3242361946
276831,1801,3267685645
276870,2569,4624056817
277070,392,724445725
277070,518,972750309
277127,243,459481040
278308,1144,1956784658
278509,315,418099462
278808,555,1045128736
278018,29,52659980
278239,311,472021386
278239,336,515640757
278808,1772,3151476728
278310,439,598164959
276870,385,601660573
277168,1971,3480072809
277072,38,67713201
277094,205,353976530
276870,739,1286828273
276870,742,1292116813
276870,1624,2944435013
278239,688,1205634679
278808,105,203452516
278808,1286,2232971868
278406,291,401192850
278017,171,192988571
278017,199,241942645
278349,47,90806201
278349,551,1016469379
278308,763,1317526116
278349,420,759021784
278193,159,194256771
278240,287,577273579
278240,1156,2205044730
278193,140,154960373
278240,70,126726363
278017,485,711620999
278018,1064,1979767648
278167,645,1138742775
278308,625,1075279710
278308,1564,2631358448
278406,1413,2492399646
278017,158,169353689
278345,134,132844233
278167,1208,2192724375
278308,1668,2797541196
278308,1318,2229290741
278406,1096,1913523438
278808,639,1191969844
278315,528,865837406
278167,668,1182916506
278167,1288,2346644778
278240,257,517928889
278805,173,315862172
278808,731,1349648741
278509,607,935993771
278509,1106,1844138734
278017,576,889842292
278018,136,242895714
278308,429,714385695
278308,1098,1879032745
278288,69,39046948
278770,484,932797804
278167,1052,1900323236
278240,57,99661573
278509,155,139888090
278239,114,108175530
278240,412,828091103
278308,342,537208033
278308,514,881417653
278406,236,299038733
278167,730,1307762697
278308,1433,2418520398
278406,151,141818653
278018,74,134520221
278167,416,658235480
278803,234,420204426
278808,1549,2743153208
278808,409,767202686
278308,1019,1743122435
278310,683,905754493
278308,670,1158316372
278017,166,183565537
278167,1986,3552328036
278175,54,75784555
278239,226,320248517
278770,410,787873464
278770,648,1244640645
278770,480,923183242
278805,92,163337967
